Company Name,Location Name,Address,Latitude,Longitude,Street Address,City,State,Country,Year Built
Centersquare,Phoenix ( PHX1 - Mesa) Data Center,"1301 West University Drive, Mesa, AZ, USA",33.4212556,-111.859001,1301 West University Drive,Mesa,AZ,USA,
Centersquare,Chicago (CH1-Lisle) Data Center,"4513 Western Ave, Lisle, Illinois, USA",41.8023406,-88.0948856,4513 Western Ave,Lisle,Illinois,USA,
CyrusOne,CIN5 Cincinnati North Cincinnati Data Center,"401 Kingsview Drive, Lebanon, OH, USA",39.39004085714286,-84.21535135,401 Kingsview Drive,Lebanon,OH,USA,
Equinix,SV5 San Jose Data Center,"9 Great Oaks Boulevard, San Jose, CA, USA",37.24189425,-121.7815976,9 Great Oaks Boulevard,San Jose,CA,USA,
Digital Realty,Dallas DFW11 Data Center,"4025 Midway Road, Carrollton, TX, USA",33.02136778,-96.843649,4025 Midway Road,Carrollton,TX,USA,
CyrusOne,DFW1 Dallas Carrollton Data Center,"1649 West Frankford Road, Carrollton, TX, USA",32.9930675,-96.9320286,1649 West Frankford Road,Carrollton,TX,USA,
Prime Data Centers,Prime Los Angeles - 4701 S. Santa Fe,"4701 South Santa Fe Avenue, Vernon, CA, USA",34.001433522333365,-118.2303092,4701 South Santa Fe Avenue,Vernon,CA,USA,
Equinix,NY9 New York Data Center,"111 8th Avenue, New York, NY, USA",40.7417176,-74.0041592,111 8th Avenue,New York,NY,USA,
Centersquare,Dallas (DA1-Allen) Data Center,"900 Guardians Way, Allen, TX, USA",33.0951879,-96.68356466,900 Guardians Way,Allen,TX,USA,
Equinix,SV10 San Jose Data Center,"7 Great Oaks Boulevard, San Jose, CA, USA",37.24118895,-121.7847548,7 Great Oaks Boulevard,San Jose,CA,USA,
Equinix,LA4 El Segundo Data Center,"445 North Douglas Street, El Segundo, CA, USA",33.921997876884426,-118.383118,445 North Douglas Street,El Segundo,CA,USA,
Equinix,NY11 Carteret Data Center,"1400 Federal Boulevard, Carteret, NJ, USA",40.58451035,-74.24333784,1400 Federal Boulevard,Carteret,NJ,USA,
DSM,Lakeland Data Center,"6810 New Tampa Hwy, Lakeland, FL, USA",28.030004459183672,-82.04538541,6810 New Tampa Hwy,Lakeland,FL,USA,
Telehouse,New York Teleport Data Center,"7 Teleport Drive, Staten Island, NY, USA",40.60576513681788,-74.17642541,7 Teleport Drive,Staten Island,NY,USA,
Centersquare,Secaucus (NYC3) Data Center,"15 Enterprise Avenue North, Secaucus, NJ, USA",40.78765239836318,-74.06708765,15 Enterprise Avenue North,Secaucus,NJ,USA,
DSM,Phoenix Data Center,"Phoenix, Arizona, USA",33.4484367,-112.074141,Phoenix,Arizona,USA,,
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,
Equinix,AT1 Atlanta IBX Data Center,"180 Peachtree Street Northwest, Atlanta, GA, USA",33.758551,-84.387703,180 Peachtree Street Northwest,Atlanta,GA,USA,
Vantage Data Centers,AZ1 Phoenix Data Center,"45 South Bullard Avenue, Goodyear, AZ, USA",33.446455650000004,-112.3738845,45 South Bullard Avenue,Goodyear,AZ,USA,
Centersquare,ORD2 (Chicago) Elk Grove Village Data Center Campus,"2425 Busse Road, Elk Grove Village, IL, USA",41.99231745,-87.95823233,2425 Busse Road,Elk Grove Village,IL,USA,
Expedient,Indianapolis Carmel Data Center,"701 Congressional Blvd, Carmel, IN, USA",39.96118928333333,-86.14763138,701 Congressional Blvd,Carmel,IN,USA,
QTS Data Centers,"East Windsor, NJ Data Center","159 Princeton Hightstown Road, East Windsor, New Jersey 08520, USA",40.277733714868525,-74.54780027,159 Princeton Hightstown Road,East Windsor,New Jersey 08520,USA,
CyrusOne,NYM5 Norwalk Data Center,"6 Norden Place, Norwalk, CT, USA",41.11098865,-73.39827036,6 Norden Place,Norwalk,CT,USA,
Centersquare,Dallas (DA2-Webb Chapel) Data Center,"11830 Webb Chapel Rd, Dallas, TX, USA",32.911956,-96.87065707,11830 Webb Chapel Rd,Dallas,TX,USA,
Digital Realty,Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",32.78697608163265,-96.79400535,2323 Bryan Street,Dallas,TX,USA,
QTS Data Centers,Irving - Dallas DC1 & DC2 Data Center,"6431 Longhorn Dr, Irving, TX, USA",32.897271200000006,-96.98301715,6431 Longhorn Dr,Irving,TX,USA,
Equinix,SV4 Sunnyvale Data Center,"255 Caspian Drive, Sunnyvale, CA, USA",37.41460445,-122.0145558,255 Caspian Drive,Sunnyvale,CA,USA,
Cologix,NNJ3 New Jersey Data Center,"200 Webro Road, Parsippany, NJ, USA",40.85700465,-74.41882899,200 Webro Road,Parsippany,NJ,USA,
Centersquare,LAX3 (Los Angeles) Irvine Data Center Campus,"17836 Gillette Avenue, Irvine, CA, USA",33.68709305,-117.8479769,17836 Gillette Avenue,Irvine,CA,USA,
Aligned Data Centers,ORD-02 Chicago,"501 Northwest Avenue, Northlake, IL, USA",41.91881642,-87.91923094,501 Northwest Avenue,Northlake,IL,USA,
Expedient,Columbus - Dublin Data Center,"5700 Innovation Drive, Dublin, OH, USA",40.09149795070753,-83.15103297,5700 Innovation Drive,Dublin,OH,USA,
QTS Data Centers,Suwanee Data Center 1,"300 Satellite Boulevard, Suwanee, Georgia 30024, USA",34.031435,-84.066545,300 Satellite Boulevard,Suwanee,Georgia 30024,USA,
QTS Data Centers,Ashburn-Broderick Data Center,"22271 Broderick Drive, Sterling, VA, USA",38.9996134,-77.45013925,22271 Broderick Drive,Sterling,VA,USA,
Equinix,NY7 North Bergen Data Center,"5851 West Side Avenue, North Bergen, NJ, USA",40.79686485,-74.03114034,5851 West Side Avenue,North Bergen,NJ,USA,
Rackspace,DFW3 Dallas Data Center,"1215 Integrity Drive, Richardson, TX, USA",32.96483325,-96.7158846,1215 Integrity Drive,Richardson,TX,USA,
Equinix,SV2 Santa Clara Data Center,"1350 Duane Avenue, Santa Clara, CA, USA",37.3783955,-121.9549839,1350 Duane Avenue,Santa Clara,CA,USA,
Centersquare,ATL1 Atlanta Data Center Campus,"375 Riverside Parkway, Lithia Springs, GA, USA",33.7440486,-84.58128286,375 Riverside Parkway,Lithia Springs,GA,USA,
Equinix,SV3 San Jose Data Center,"1735 Lundy Avenue, San Jose, CA, USA",37.38827595,-121.8883577,1735 Lundy Avenue,San Jose,CA,USA,
Switch Data Centers,Texas 1 Data Center,"4100 Smith School Rd, Austin, TX, USA",30.1989015,-97.71362615,4100 Smith School Rd,Austin,TX,USA,
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,
Equinix,CU3 Culpeper Data Center,"18155 Technology Drive, Culpeper, VA, USA",38.4551359,-77.9780171,18155 Technology Drive,Culpeper,VA,USA,
Iron Mountain Data Centers,NJE - 1 - New Jersey Data Center,"3003 Woodbridge Avenue, Edison, NJ, USA",40.52082485,-74.3474166,3003 Woodbridge Avenue,Edison,NJ,USA,
Involta,Akron I & II Data Center,"191 East Miller Avenue, Akron, OH, USA",41.05659869163418,-81.52222037,191 East Miller Avenue,Akron,OH,USA,
DSM,Atlanta Data Center,"2030 Powers Ferry Road, Atlanta, GA, USA",33.90047825,-84.4535076,2030 Powers Ferry Road,Atlanta,GA,USA,
Centersquare,DFW1 Fort Worth Data Center Campus,"14901 FAA Boulevard, Fort Worth, TX, USA",32.83503495,-97.04750612,14901 FAA Boulevard,Fort Worth,TX,USA,
DataBank,DFW2 - North Dallas Data Center,"904 Quality Way, Richardson, TX, USA",32.96621585,-96.71116973,904 Quality Way,Richardson,TX,USA,
Digital Realty,New York EWR21 Data Center,"2 Peekay Drive, Clifton, NJ, USA",40.8305858,-74.1245144,2 Peekay Drive,Clifton,NJ,USA,
Aligned Data Centers,"Phoenix, AZ Data Center","2500 West Union Hills Drive, Phoenix, AZ, USA",33.65905475,-112.1111595,2500 West Union Hills Drive,Phoenix,AZ,USA,
Switch Data Centers,Houston 2 Data Center,"660 Greens Parkway, Houston, TX, USA",29.94419106,-95.42303152,660 Greens Parkway,Houston,TX,USA,
Cologix,COL3 Columbus Data Center,"585 Scherers Court, Columbus, OH, USA",40.11645858933353,-83.00176913,585 Scherers Court,Columbus,OH,USA,
Digital Realty,Silicon Valley SFO10 Data Center,"200 Paul Avenue, San Francisco, CA, USA",37.72345945,-122.3979578,200 Paul Avenue,San Francisco,CA,USA,
Flexential,Dallas - Plano Data Center,"3500 East Plano Parkway, Plano, TX, USA",33.0068347,-96.6664266,3500 East Plano Parkway,Plano,TX,USA,
Equinix,LA3 El Segundo Data Center,"1920 East Maple Avenue, El Segundo, CA, USA",33.9263426,-118.3940556,1920 East Maple Avenue,El Segundo,CA,USA,
Centersquare,SFO2 Santa Clara Data Center Campus,"4650 Old Ironsides Drive, Santa Clara, CA, USA",37.39650653098678,-121.9795983,4650 Old Ironsides Drive,Santa Clara,CA,USA,
Equinix,NY6 Secaucus Data Center,"105 Enterprise Avenue South, Secaucus, NJ, USA",40.77638979704472,-74.07185955,105 Enterprise Avenue South,Secaucus,NJ,USA,
Equinix,SE4 Kent Data Center,"6906 S 204th St, Kent, WA, USA",47.42152515,-122.2473925,6906 S 204th St,Kent,WA,USA,
Equinix,AT4 Atlanta Data Center,"450 Interstate North Parkway, Atlanta, GA, USA",33.89547465,-84.45351661,450 Interstate North Parkway,Atlanta,GA,USA,
US Signal,Grand Rapids East Data Center,"4765 Barden Drive Southeast, Kentwood, MI, USA",42.87535466627512,-85.56277244,4765 Barden Drive Southeast,Kentwood,MI,USA,
Iron Mountain Data Centers,AZP - 3 - Phoenix Data Center,"4802 East Van Buren Street, Phoenix, AZ, USA",33.45235855,-111.9772614,4802 East Van Buren Street,Phoenix,AZ,USA,
Centersquare,TPA1 Tampa Data Center Campus,"9310 Florida Palm Drive, Tampa, FL, USA",27.94553095,-82.35110077,9310 Florida Palm Drive,Tampa,FL,USA,
QTS Data Centers,Overland Park - Kansas City Data Center,"12851 Foster Street, Overland Park, Kansas 66213, USA",38.89667671,-94.67346118,12851 Foster Street,Overland Park,Kansas 66213,USA,
Flexential,Minneapolis - Chaska Data Center,"3500 Lyman Blvd, Chaska, MN 55318, USA",44.85159645,-93.59884547,3500 Lyman Blvd,Chaska,MN 55318,USA,
QTS Data Centers,Hillsboro 1 Data Center,"4951 Northeast Huffman Street, Hillsboro, OR, USA",45.557025014400615,-122.9245788,4951 Northeast Huffman Street,Hillsboro,OR,USA,
Flexential,Dallas - Richardson Data Center,"3010 Waterview Pkwy, Richardson, TX 75080, USA",32.99334516161616,-96.75614265,3010 Waterview Pkwy,Richardson,TX 75080,USA,
Centersquare,Boston (BO1-Watertown) Data Center,"486 Arsenal Way, Watertown, MA, USA",42.3664226,-71.15924884,486 Arsenal Way,Watertown,MA,USA,
365 Data Centers,TX1 Richardson Data Center,"1001 East Campbell Road, Richardson, TX, USA",32.97515717346939,-96.70764579,1001 East Campbell Road,Richardson,TX,USA,
Centersquare,Seattle (SE1-Lynnwood) Data Center,"17300 Hwy 99, Lynnwood, Washington, USA",47.8417363,-122.3017142,17300 Hwy 99,Lynnwood,Washington,USA,
CoreSite,NY2 New Jersey Secaucus Data Center,"2 Emerson Lane, Secaucus, NJ, USA",40.785939,-74.0677,2 Emerson Lane,Secaucus,NJ,USA,
LightEdge,Austin II Data Center,"7000 Burleson Rd, Austin, TX 78744, USA",30.200528,-97.7066468,7000 Burleson Rd,Austin,TX 78744,USA,
TierPoint,New York - HWT Hawthorne Data Center,"11 Skyline Drive, Hawthorne, NY, USA",41.0883218,-73.81546462,11 Skyline Drive,Hawthorne,NY,USA,
Rackspace,NYC1 New York Metro Data Center,"125 Belmont Drive, Somerset, NJ, USA",40.53972182102959,-74.53855536,125 Belmont Drive,Somerset,NJ,USA,
DataBank,ORD4 Chicago Tri-State Data Center,"1808 Swift Drive, Oak Brook, IL, USA",41.85429574427845,-87.92214194,1808 Swift Drive,Oak Brook,IL,USA,
Netrality Data Centers,KC1 - 1102 Grand Kansas City Data Center,"1102 Grand Blvd, Kansas City, MO, USA",39.1009164,-94.58124145,1102 Grand Blvd,Kansas City,MO,USA,
Equinix,DA7 Plano Data Center,"6653 Pinecrest Drive, Plano, TX, USA",33.062825797055936,-96.80951844,6653 Pinecrest Drive,Plano,TX,USA,
H5 Data Centers,Cleveland Data Center,"1625 Rockwell Avenue, Cleveland, OH, USA",41.50632687671233,-81.683262,1625 Rockwell Avenue,Cleveland,OH,USA,
Prime Data Centers,Prime Dallas - 1515 Round Table,"1515 Round Table Drive, Dallas, TX, USA",32.83790805,-96.87839317,1515 Round Table Drive,Dallas,TX,USA,
Centersquare,BOS1 Waltham Data Center Campus,"580 Winter Street, Waltham, MA, USA",42.39709206701546,-71.26718514,580 Winter Street,Waltham,MA,USA,
Lumen,Houston 1 Data Center,"12001 North Freeway, Houston, TX, USA",29.89000755,-95.41225285,12001 North Freeway,Houston,TX,USA,
Digital Realty,New York EWR10 Data Center,"300 John F. Kennedy Blvd, Weehawken, NJ 07086, USA",40.7615218,-74.02602712,300 John F. Kennedy Blvd,Weehawken,NJ 07086,USA,
QTS Data Centers,Fort Worth - Dallas Data Center,"14100 Park Vista Boulevard, Fort Worth, TX, USA",32.981432,-97.262693,14100 Park Vista Boulevard,Fort Worth,TX,USA,
Centersquare,MSP1 Shakopee Data Center Campus,"4450 Dean Lakes Boulevard, Shakopee, MN, USA",44.780742610845856,-93.46395389,4450 Dean Lakes Boulevard,Shakopee,MN,USA,
Digital Realty,Chicago ORD011 Data Center,"600 South Federal Street, Chicago, IL, USA",41.87430605,-87.62994042,600 South Federal Street,Chicago,IL,USA,
Centersquare,Los Angeles (LA2-Irvine) Data Center,"2681 Kelvin Ave, Irvine, California, USA",33.6847703,-117.8366956,2681 Kelvin Ave,Irvine,California,USA,
Equinix,CH4 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,
DataVerge,Brooklyn Data Center,"882 3rd Avenue, Brooklyn, NY, USA",40.6579597,-74.00554876,882 3rd Avenue,Brooklyn,NY,USA,
CyrusOne,PHX1-PHX8 Phoenix Data Center,"2335 South Ellis Street, Chandler, AZ, USA",33.270844,-111.8819307,2335 South Ellis Street,Chandler,AZ,USA,
365 Data Centers,BCA Boca Raton Data Center,"3500 Northwest Boca Raton Boulevard, Boca Raton, FL, USA",26.3814312,-80.0836087,3500 Northwest Boca Raton Boulevard,Boca Raton,FL,USA,
Flexential,Atlanta - Norcross Data Center,"2775 Northwoods Pkwy, Norcross, GA 30071, USA",33.954730350000006,-84.19852519,2775 Northwoods Pkwy,Norcross,GA 30071,USA,
Centersquare,IAD3 Sterling Data Center Campus,"22860 International Drive, Sterling, VA, USA",38.9835026,-77.4239243,22860 International Drive,Sterling,VA,USA,
Digital Realty,Dallas DFW28 Data Center,"850 East Collins Boulevard, Richardson, TX, USA",32.9673234,-96.71332169,850 East Collins Boulevard,Richardson,TX,USA,
Netrality Data Centers,210 North Tucker St. Louis Data Center,"210 North Tucker Boulevard, St. Louis, MO, USA",38.62915237,-90.19783326,210 North Tucker Boulevard,St. Louis,MO,USA,
DataBridge Sites,"Silver Spring/Washington, D.C. Data Center","12401 Prosperity Drive, Silver Spring, MD, USA",39.0586177,-76.9640977,12401 Prosperity Drive,Silver Spring,MD,USA,
Equinix,MI6 Doral Data Center,"1525 Northwest 98th Court, Doral, FL, USA",25.78767745,-80.35468179,1525 Northwest 98th Court,Doral,FL,USA,
Involta,Tucson Data Center,"1215 East Pennsylvania Street, Tucson, AZ, USA",32.17187227018702,-110.9539203,1215 East Pennsylvania Street,Tucson,AZ,USA,
Equinix,NY1 Newark Data Center,"165 Halsey Street, Newark, NJ, USA",40.7367988,-74.17341307,165 Halsey Street,Newark,NJ,USA,
Sabey Data Centers,SDC Austin Data Center,"1300 Louis Henna Boulevard, Round Rock, TX, USA",30.488012150000003,-97.64711232,1300 Louis Henna Boulevard,Round Rock,TX,USA,
CyrusOne,AUS3 Austin Data Center,"7100 Metropolis Drive, Austin, TX, USA",30.20695115,-97.70111931,7100 Metropolis Drive,Austin,TX,USA,
CoreSite,VA1 Reston Data Center,"12100 Sunrise Valley Drive, Reston, VA, USA",38.95060695,-77.36453464,12100 Sunrise Valley Drive,Reston,VA,USA,
TierPoint,Nashville Data Center,"311 Eddy Lane, Franklin, TN, USA",35.92477703325057,-86.85689415,311 Eddy Lane,Franklin,TN,USA,
Digital Realty,Dallas DFW14 Data Center,"4849 Alpha Road, Dallas, TX, USA",32.933869200000004,-96.82802117,4849 Alpha Road,Dallas,TX,USA,
First National Technology Solutions (FNTS),Omaha Data Center,"201 N 16th St, Omaha, NE 68197, USA",41.261746,-95.937036,201 N 16th St,Omaha,NE 68197,USA,
CyrusOne,NYM2 Totowa Data Center,"50 Madison Road, Totowa, NJ, USA",40.90675453783676,-74.24208495,50 Madison Road,Totowa,NJ,USA,
CyrusOne,CIN2 Cincinnati 7th Street Data Center,"229 West 7th Street, Cincinnati, OH, USA",39.1027886,-84.51792286,229 West 7th Street,Cincinnati,OH,USA,
365 Data Centers,NJ1 Bridgewater New Jersey Data Center,"999 Frontier Road, Bridgewater, NJ, USA",40.58144235,-74.5738875,999 Frontier Road,Bridgewater,NJ,USA,
DataBank,DEN2 Centennial Data Center,"6900 South Peoria Street, Centennial, CO, USA",39.591322,-104.8470457,6900 South Peoria Street,Centennial,CO,USA,
FIBERTOWN,Bryan Data Center,"110 N Main St, Bryan, TX, USA",30.673932428571423,-96.3734308,110 N Main St,Bryan,TX,USA,
Flexential,Phoenix - Deer Valley Data Center,"1850 W Deer Valley Rd, Phoenix, AZ 85027, USA",33.6845177,-112.0983398,1850 W Deer Valley Rd,Phoenix,AZ 85027,USA,
Equinix,CH7 Westmont Data Center,"111 Plaza Drive, Westmont, IL, USA",41.81294741231317,-87.97292618,111 Plaza Drive,Westmont,IL,USA,
Digital Realty,New York HVN10 Data Center,"80 Merritt Boulevard, Trumbull, CT, USA",41.24072805,-73.14741212,80 Merritt Boulevard,Trumbull,CT,USA,
Element Critical,Skybox Houston One Data Center,"22000 Franz Road, Katy, TX, USA",29.80154199941935,-95.81837754,22000 Franz Road,Katy,TX,USA,
Digital Realty,Austin AUS11 Data Center,"7500 Metro Center Drive, Austin, TX, USA",30.2121195,-97.69589127,7500 Metro Center Drive,Austin,TX,USA,
Digital Realty,Dallas DFW18 Data Center,"1210 Integrity Drive, Richardson, TX, USA",32.965124,-96.71259896,1210 Integrity Drive,Richardson,TX,USA,
Digital Realty,Atlanta ATL13 Data Center,"56 Marietta Street NorthWest, Atlanta, GA, USA",33.77239354717176,-84.4017311,56 Marietta Street NorthWest,Atlanta,GA,USA,
Digital Realty,New York EWR11 Data Center,"3 Corporate Place, Piscataway Township, NJ, USA",40.55379115,-74.45706791,3 Corporate Place,Piscataway Township,NJ,USA,
Digital Fortress,North Seattle Data Center - (LYN),"4200 194th St SW, Lynnwood, WA, USA",47.822783,-122.2911384,4200 194th St SW,Lynnwood,WA,USA,
US Signal,5515 Nobel Dr Data Center,"5515 Nobel Dr, Fitchburg, WI 53711, USA",42.994753450000005,-89.42339001,5515 Nobel Dr,Fitchburg,WI 53711,USA,
DataBank,SEA2 SeaTAC Data Center,"3311 South 120th Place, Tukwila, WA, USA",47.4950309,-122.2905697,3311 South 120th Place,Tukwila,WA,USA,
Aligned Data Centers,SLC-01 Salt Lake City,"3333 West 9000 South, West Jordan, UT, USA",40.58782613376416,-112.0257555,3333 West 9000 South,West Jordan,UT,USA,
NTT Global Data Centers,CA3 Sacramento Data Center,"1625 West National Drive, Sacramento, CA, USA",38.652977932743255,-121.487717,1625 West National Drive,Sacramento,CA,USA,
LightEdge,Kansas City Data Center,"9050 Northeast Underground Drive, Kansas City, MO, USA",39.15801210333933,-94.47459651,9050 Northeast Underground Drive,Kansas City,MO,USA,
Digital Realty,New York JFK10 Data Center,"111 8th Avenue, New York, NY, USA",40.7417176,-74.0041592,111 8th Avenue,New York,NY,USA,
Element Critical,Austin One Data Center,"8025 N Interstate Hwy 35, Austin, TX 78753, USA",30.3428035,-97.69617383,8025 N Interstate Hwy 35,Austin,TX 78753,USA,
Rackspace,ORD1 Chicago Data Center,"2200 Busse Road, Elk Grove Village, IL, USA",41.9942301,-87.96223157,2200 Busse Road,Elk Grove Village,IL,USA,
LightEdge,Des Moines II Data Center,"1401 Northridge Circle, Altoona, IA 50009, USA",41.66680645,-93.45594348,1401 Northridge Circle,Altoona,IA 50009,USA,
CoreSite,VA3 Reston Data Center,"12369 Sunrise Valley Drive, Reston, VA, USA",38.94506655436968,-77.34115631,12369 Sunrise Valley Drive,Reston,VA,USA,
Lumen,Dallas 1 Data Center,"3180 Irving Blvd, Dallas, TX, USA",32.8069549,-96.86858878,3180 Irving Blvd,Dallas,TX,USA,
Prime Data Centers,Prime Chicago - 1701 Midway Ct.,"1701 Midway Ct, Elk Grove Village, IL, USA",42.024850464909456,-87.96172076,1701 Midway Ct,Elk Grove Village,IL,USA,
DataBank,SNA2 Irvine Data Center,"17400 Von Karman Avenue, Irvine, CA, USA",33.6878845,-117.8424523,17400 Von Karman Avenue,Irvine,CA,USA,
Telesystem,DC-1 Ohio Data Center,"4818 Angola Road, Toledo, OH, USA",41.6256164,-83.65554925,4818 Angola Road,Toledo,OH,USA,
Evocative,Santa Clara Data Center (SJC11),"2151 Mission College Blvd, Santa Clara, CA 95054, USA",37.38858276926831,-121.9626957,2151 Mission College Blvd,Santa Clara,CA 95054,USA,
Cologix,COL4 Columbus Data Center,"7500 Alta View Boulevard, Columbus, OH, USA",40.117825426014456,-83.00077995,7500 Alta View Boulevard,Columbus,OH,USA,
DataBank,AUS1 - Austin Data Center,"7218 McNeil Drive, Austin, TX, USA",30.435985,-97.766046,7218 McNeil Drive,Austin,TX,USA,
Digital Realty,Boston BOS14 Data Center,"128 1st Avenue, Needham, MA, USA",42.30178767459167,-71.22181135,128 1st Avenue,Needham,MA,USA,
TierPoint,Dallas - Allen Data Center,"840 Allen Commerce Parkway, Allen, TX, USA",33.13714923947091,-96.65945806,840 Allen Commerce Parkway,Allen,TX,USA,
Equinix,LA1 Los Angeles Data Center,"600 West 7th Street, Los Angeles, CA, USA",34.0473499,-118.256999,600 West 7th Street,Los Angeles,CA,USA,
Involta,Boise 1 Data Center,"2653 South Victory View Way, Boise, ID, USA",43.580025,-116.2908783,2653 South Victory View Way,Boise,ID,USA,
CoreSite,LA1 Los Angeles Data Center,"624 South Grand Avenue, Los Angeles, CA, USA",34.0478871,-118.2555541,624 South Grand Avenue,Los Angeles,CA,USA,
Cologix,COL1 Columbus Data Center,"535 Scherers Court, Columbus, OH, USA",40.11647609568262,-83.00216667,535 Scherers Court,Columbus,OH,USA,
Provision Data Services,2020 Live Oak St Data Center,"2020 Live Oak Street, Dallas, TX, USA",32.7837146,-96.79462286,2020 Live Oak Street,Dallas,TX,USA,
Prime Data Centers,Prime Bay Area - 26415 Corporate Ave,"26415 Corporate Avenue, Hayward, CA, USA",37.626012,-122.1133978,26415 Corporate Avenue,Hayward,CA,USA,
Evocative,New Jersey Data Center (EWR1),"1 Enterprise Avenue North, Secaucus, NJ, USA",40.78878,-74.066502,1 Enterprise Avenue North,Secaucus,NJ,USA,
365 Data Centers,LI1 Commack Data Center,"500 Commack Road, Commack, NY, USA",40.82205365,-73.29188852,500 Commack Road,Commack,NY,USA,
Equinix,CH2 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,
Sabey Data Centers,SDC Columbia Data Center,"4405 Grant Rd, East Wenatchee, WA 98802, USA",47.4072906,-120.18949,4405 Grant Rd,East Wenatchee,WA 98802,USA,
Equinix,DA6 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,
Equinix,SE3 Seattle Data Center,"2020 5th Avenue, Seattle, WA, USA",47.6144218,-122.3397428,2020 5th Avenue,Seattle,WA,USA,
OneNeck IT Solutions,10290 W 70th St Data Center,"10290 W 70th St, Eden Prairie, MN 55344, USA",44.87673704388125,-93.40718353,10290 W 70th St,Eden Prairie,MN 55344,USA,
H5 Data Centers,Denver Data Center,"5350 South Valentia Way, Greenwood Village, CO, USA",39.6167549,-104.8916814,5350 South Valentia Way,Greenwood Village,CO,USA,
Digital Realty,Silicon Valley SJC37 Data Center,"641 Walsh Ave, Santa Clara, CA 95050, USA",37.3709829,-121.9472112,641 Walsh Ave,Santa Clara,CA 95050,USA,
