Company Name,Location Name,Address,Latitude,Longitude,Street Address,City,State,Country,Year Built
Equinix,SV1 San Jose Data Center,"11 Great Oaks Boulevard, San Jose, CA, USA",37.24160355,-121.7833185,11 Great Oaks Boulevard,San Jose,CA,USA,1982
Equinix,SV1 San Jose Data Center,"11 Great Oaks Boulevard, San Jose, CA, USA",37.24160355,-121.7833185,11 Great Oaks Boulevard,San Jose,CA,USA,1982
Equinix,SV1 San Jose Data Center,"11 Great Oaks Boulevard, San Jose, CA, USA",37.24160355,-121.7833185,11 Great Oaks Boulevard,San Jose,CA,USA,1982
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Centersquare,Phoenix ( PHX1 - Mesa) Data Center,"1301 West University Drive, Mesa, AZ, USA",33.4212556,-111.859001,1301 West University Drive,Mesa,AZ,USA,1985
Centersquare,Chicago (CH1-Lisle) Data Center,"4513 Western Ave, Lisle, Illinois, USA",41.8023406,-88.0948856,4513 Western Ave,Lisle,Illinois,USA,1972
CyrusOne,CIN5 Cincinnati North Cincinnati Data Center,"401 Kingsview Drive, Lebanon, OH, USA",39.39004085714286,-84.21535135,401 Kingsview Drive,Lebanon,OH,USA,1988
Equinix,SV5 San Jose Data Center,"9 Great Oaks Boulevard, San Jose, CA, USA",37.24189425,-121.7815976,9 Great Oaks Boulevard,San Jose,CA,USA,2009
Digital Realty,Dallas DFW11 Data Center,"4025 Midway Road, Carrollton, TX, USA",33.02136778,-96.843649,4025 Midway Road,Carrollton,TX,USA,2000
CyrusOne,DFW1 Dallas Carrollton Data Center,"1649 West Frankford Road, Carrollton, TX, USA",32.9930675,-96.9320286,1649 West Frankford Road,Carrollton,TX,USA,2000
CyrusOne,DFW1 Dallas Carrollton Data Center,"1649 West Frankford Road, Carrollton, TX, USA",32.9930675,-96.9320286,1649 West Frankford Road,Carrollton,TX,USA,2000
CyrusOne,DFW1 Dallas Carrollton Data Center,"1649 West Frankford Road, Carrollton, TX, USA",32.9930675,-96.9320286,1649 West Frankford Road,Carrollton,TX,USA,2000
Prime Data Centers,Prime Los Angeles - 4701 S. Santa Fe,"4701 South Santa Fe Avenue, Vernon, CA, USA",34.001433522333365,-118.2303092,4701 South Santa Fe Avenue,Vernon,CA,USA,2023
Equinix,NY9 New York Data Center,"111 8th Avenue, New York, NY, USA",40.7417176,-74.0041592,111 8th Avenue,New York,NY,USA,1932
Equinix,NY9 New York Data Center,"111 8th Avenue, New York, NY, USA",40.7417176,-74.0041592,111 8th Avenue,New York,NY,USA,1932
Equinix,NY9 New York Data Center,"111 8th Avenue, New York, NY, USA",40.7417176,-74.0041592,111 8th Avenue,New York,NY,USA,1932
Equinix,NY9 New York Data Center,"111 8th Avenue, New York, NY, USA",40.7417176,-74.0041592,111 8th Avenue,New York,NY,USA,1932
Equinix,NY9 New York Data Center,"111 8th Avenue, New York, NY, USA",40.7417176,-74.0041592,111 8th Avenue,New York,NY,USA,1932
Centersquare,Dallas (DA1-Allen) Data Center,"900 Guardians Way, Allen, TX, USA",33.0951879,-96.68356466,900 Guardians Way,Allen,TX,USA,2011
Equinix,SV10 San Jose Data Center,"7 Great Oaks Boulevard, San Jose, CA, USA",37.24118895,-121.7847548,7 Great Oaks Boulevard,San Jose,CA,USA,2016
Equinix,LA4 El Segundo Data Center,"445 North Douglas Street, El Segundo, CA, USA",33.921997876884426,-118.383118,445 North Douglas Street,El Segundo,CA,USA,Not Available
Equinix,LA4 El Segundo Data Center,"445 North Douglas Street, El Segundo, CA, USA",33.921997876884426,-118.383118,445 North Douglas Street,El Segundo,CA,USA,Not Available
Equinix,LA4 El Segundo Data Center,"445 North Douglas Street, El Segundo, CA, USA",33.921997876884426,-118.383118,445 North Douglas Street,El Segundo,CA,USA,2002
Equinix,NY11 Carteret Data Center,"1400 Federal Boulevard, Carteret, NJ, USA",40.58451035,-74.24333784,1400 Federal Boulevard,Carteret,NJ,USA,2000
DSM,Lakeland Data Center,"6810 New Tampa Hwy, Lakeland, FL, USA",28.030004459183672,-82.04538541,6810 New Tampa Hwy,Lakeland,FL,USA,Not Available
Telehouse,New York Teleport Data Center,"7 Teleport Drive, Staten Island, NY, USA",40.60576513681788,-74.17642541,7 Teleport Drive,Staten Island,NY,USA,1989
Telehouse,New York Teleport Data Center,"7 Teleport Drive, Staten Island, NY, USA",40.60576513681788,-74.17642541,7 Teleport Drive,Staten Island,NY,USA,1989
Telehouse,New York Teleport Data Center,"7 Teleport Drive, Staten Island, NY, USA",40.60576513681788,-74.17642541,7 Teleport Drive,Staten Island,NY,USA,1989
Centersquare,Secaucus (NYC3) Data Center,"15 Enterprise Avenue North, Secaucus, NJ, USA",40.78765239836318,-74.06708765,15 Enterprise Avenue North,Secaucus,NJ,USA,1967
DSM,Phoenix Data Center,"Phoenix, Arizona, USA",33.4484367,-112.074141,Phoenix,Arizona,USA,,
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",32.800965950000005,-96.819523,1950 North Stemmons Freeway,Dallas,TX,USA,1986
Equinix,AT1 Atlanta IBX Data Center,"180 Peachtree Street Northwest, Atlanta, GA, USA",33.758551,-84.387703,180 Peachtree Street Northwest,Atlanta,GA,USA,1927
Vantage Data Centers,AZ1 Phoenix Data Center,"45 South Bullard Avenue, Goodyear, AZ, USA",33.446455650000004,-112.3738845,45 South Bullard Avenue,Goodyear,AZ,USA,Not Available
Centersquare,ORD2 (Chicago) Elk Grove Village Data Center Campus,"2425 Busse Road, Elk Grove Village, IL, USA",41.99231745,-87.95823233,2425 Busse Road,Elk Grove Village,IL,USA,2000
Expedient,Indianapolis Carmel Data Center,"701 Congressional Blvd, Carmel, IN, USA",39.96118928333333,-86.14763138,701 Congressional Blvd,Carmel,IN,USA,1988
QTS Data Centers,"East Windsor, NJ Data Center","159 Princeton Hightstown Road, East Windsor, New Jersey 08520, USA",40.277733714868525,-74.54780027,159 Princeton Hightstown Road,East Windsor,New Jersey 08520,USA,1958
CyrusOne,NYM5 Norwalk Data Center,"6 Norden Place, Norwalk, CT, USA",41.11098865,-73.39827036,6 Norden Place,Norwalk,CT,USA,2013
Centersquare,Dallas (DA2-Webb Chapel) Data Center,"11830 Webb Chapel Rd, Dallas, TX, USA",32.911956,-96.87065707,11830 Webb Chapel Rd,Dallas,TX,USA,2000
Digital Realty,Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",32.78697608163265,-96.79400535,2323 Bryan Street,Dallas,TX,USA,1983
Digital Realty,Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",32.78697608163265,-96.79400535,2323 Bryan Street,Dallas,TX,USA,1983
Digital Realty,Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",32.78697608163265,-96.79400535,2323 Bryan Street,Dallas,TX,USA,1983
Digital Realty,Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",32.78697608163265,-96.79400535,2323 Bryan Street,Dallas,TX,USA,1983
Digital Realty,Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",32.78697608163265,-96.79400535,2323 Bryan Street,Dallas,TX,USA,1983
Digital Realty,Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",32.78697608163265,-96.79400535,2323 Bryan Street,Dallas,TX,USA,1983
QTS Data Centers,Irving - Dallas DC1 & DC2 Data Center,"6431 Longhorn Dr, Irving, TX, USA",32.897271200000006,-96.98301715,6431 Longhorn Dr,Irving,TX,USA,1996
Equinix,SV4 Sunnyvale Data Center,"255 Caspian Drive, Sunnyvale, CA, USA",37.41460445,-122.0145558,255 Caspian Drive,Sunnyvale,CA,USA,2021
Cologix,NNJ3 New Jersey Data Center,"200 Webro Road, Parsippany, NJ, USA",40.85700465,-74.41882899,200 Webro Road,Parsippany,NJ,USA,1968
Centersquare,LAX3 (Los Angeles) Irvine Data Center Campus,"17836 Gillette Avenue, Irvine, CA, USA",33.68709305,-117.8479769,17836 Gillette Avenue,Irvine,CA,USA,1977
Centersquare,LAX3 (Los Angeles) Irvine Data Center Campus,"17836 Gillette Avenue, Irvine, CA, USA",33.68709305,-117.8479769,17836 Gillette Avenue,Irvine,CA,USA,1977
Aligned Data Centers,ORD-02 Chicago,"501 Northwest Avenue, Northlake, IL, USA",41.91881642,-87.91923094,501 Northwest Avenue,Northlake,IL,USA,2023
Expedient,Columbus - Dublin Data Center,"5700 Innovation Drive, Dublin, OH, USA",40.09149795070753,-83.15103297,5700 Innovation Drive,Dublin,OH,USA,2015
QTS Data Centers,Suwanee Data Center 1,"300 Satellite Boulevard, Suwanee, Georgia 30024, USA",34.031435,-84.066545,300 Satellite Boulevard,Suwanee,Georgia 30024,USA,2000
QTS Data Centers,Ashburn-Broderick Data Center,"22271 Broderick Drive, Sterling, VA, USA",38.9996134,-77.45013925,22271 Broderick Drive,Sterling,VA,USA,2018
Equinix,NY7 North Bergen Data Center,"5851 West Side Avenue, North Bergen, NJ, USA",40.79686485,-74.03114034,5851 West Side Avenue,North Bergen,NJ,USA,1998
Equinix,NY7 North Bergen Data Center,"5851 West Side Avenue, North Bergen, NJ, USA",40.79686485,-74.03114034,5851 West Side Avenue,North Bergen,NJ,USA,1998
Rackspace,DFW3 Dallas Data Center,"1215 Integrity Drive, Richardson, TX, USA",32.96483325,-96.7158846,1215 Integrity Drive,Richardson,TX,USA,2012
Rackspace,DFW3 Dallas Data Center,"1215 Integrity Drive, Richardson, TX, USA",32.96483325,-96.7158846,1215 Integrity Drive,Richardson,TX,USA,2012
Equinix,SV2 Santa Clara Data Center,"1350 Duane Avenue, Santa Clara, CA, USA",37.3783955,-121.9549839,1350 Duane Avenue,Santa Clara,CA,USA,1971
Centersquare,ATL1 Atlanta Data Center Campus,"375 Riverside Parkway, Lithia Springs, GA, USA",33.7440486,-84.58128286,375 Riverside Parkway,Lithia Springs,GA,USA,1999
Equinix,SV3 San Jose Data Center,"1735 Lundy Avenue, San Jose, CA, USA",37.38827595,-121.8883577,1735 Lundy Avenue,San Jose,CA,USA,1990
Equinix,SV3 San Jose Data Center,"1735 Lundy Avenue, San Jose, CA, USA",37.38827595,-121.8883577,1735 Lundy Avenue,San Jose,CA,USA,1990
Switch Data Centers,Texas 1 Data Center,"4100 Smith School Rd, Austin, TX, USA",30.1989015,-97.71362615,4100 Smith School Rd,Austin,TX,USA,
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Digital Realty,Chicago ORD10 Data Center,"350 East Cermak Road, Chicago, IL, USA",41.85375365,-87.61837976,350 East Cermak Road,Chicago,IL,USA,1912
Equinix,CU3 Culpeper Data Center,"18155 Technology Drive, Culpeper, VA, USA",38.4551359,-77.9780171,18155 Technology Drive,Culpeper,VA,USA,2007
Equinix,CU3 Culpeper Data Center,"18155 Technology Drive, Culpeper, VA, USA",38.4551359,-77.9780171,18155 Technology Drive,Culpeper,VA,USA,2007
Equinix,CU3 Culpeper Data Center,"18155 Technology Drive, Culpeper, VA, USA",38.4551359,-77.9780171,18155 Technology Drive,Culpeper,VA,USA,2007
Equinix,CU3 Culpeper Data Center,"18155 Technology Drive, Culpeper, VA, USA",38.4551359,-77.9780171,18155 Technology Drive,Culpeper,VA,USA,2007
Iron Mountain Data Centers,NJE - 1 - New Jersey Data Center,"3003 Woodbridge Avenue, Edison, NJ, USA",40.52082485,-74.3474166,3003 Woodbridge Avenue,Edison,NJ,USA,1967
Iron Mountain Data Centers,NJE - 1 - New Jersey Data Center,"3003 Woodbridge Avenue, Edison, NJ, USA",40.52082485,-74.3474166,3003 Woodbridge Avenue,Edison,NJ,USA,1967
Involta,Akron I & II Data Center,"191 East Miller Avenue, Akron, OH, USA",41.05659869163418,-81.52222037,191 East Miller Avenue,Akron,OH,USA,2012
DSM,Atlanta Data Center,"2030 Powers Ferry Road, Atlanta, GA, USA",33.90047825,-84.4535076,2030 Powers Ferry Road,Atlanta,GA,USA,Not Available
Centersquare,DFW1 Fort Worth Data Center Campus,"14901 FAA Boulevard, Fort Worth, TX, USA",32.83503495,-97.04750612,14901 FAA Boulevard,Fort Worth,TX,USA,2000
DataBank,DFW2 - North Dallas Data Center,"904 Quality Way, Richardson, TX, USA",32.96621585,-96.71116973,904 Quality Way,Richardson,TX,USA,1969
Digital Realty,New York EWR21 Data Center,"2 Peekay Drive, Clifton, NJ, USA",40.8305858,-74.1245144,2 Peekay Drive,Clifton,NJ,USA,1955
Digital Realty,New York EWR21 Data Center,"2 Peekay Drive, Clifton, NJ, USA",40.8305858,-74.1245144,2 Peekay Drive,Clifton,NJ,USA,1955
Aligned Data Centers,"Phoenix, AZ Data Center","2500 West Union Hills Drive, Phoenix, AZ, USA",33.65905475,-112.1111595,2500 West Union Hills Drive,Phoenix,AZ,USA,1976
Aligned Data Centers,"Phoenix, AZ Data Center","2500 West Union Hills Drive, Phoenix, AZ, USA",33.65905475,-112.1111595,2500 West Union Hills Drive,Phoenix,AZ,USA,1976
Switch Data Centers,Houston 2 Data Center,"660 Greens Parkway, Houston, TX, USA",29.94419106,-95.42303152,660 Greens Parkway,Houston,TX,USA,2015
Switch Data Centers,Houston 2 Data Center,"660 Greens Parkway, Houston, TX, USA",29.94419106,-95.42303152,660 Greens Parkway,Houston,TX,USA,2015
Switch Data Centers,Houston 2 Data Center,"660 Greens Parkway, Houston, TX, USA",29.94419106,-95.42303152,660 Greens Parkway,Houston,TX,USA,2015
Cologix,COL3 Columbus Data Center,"585 Scherers Court, Columbus, OH, USA",40.11645858933353,-83.00176913,585 Scherers Court,Columbus,OH,USA,2016
Digital Realty,Silicon Valley SFO10 Data Center,"200 Paul Avenue, San Francisco, CA, USA",37.72345945,-122.3979578,200 Paul Avenue,San Francisco,CA,USA,1955
Digital Realty,Silicon Valley SFO10 Data Center,"200 Paul Avenue, San Francisco, CA, USA",37.72345945,-122.3979578,200 Paul Avenue,San Francisco,CA,USA,1955
Digital Realty,Silicon Valley SFO10 Data Center,"200 Paul Avenue, San Francisco, CA, USA",37.72345945,-122.3979578,200 Paul Avenue,San Francisco,CA,USA,1955
Digital Realty,Silicon Valley SFO10 Data Center,"200 Paul Avenue, San Francisco, CA, USA",37.72345945,-122.3979578,200 Paul Avenue,San Francisco,CA,USA,1955
Flexential,Dallas - Plano Data Center,"3500 East Plano Parkway, Plano, TX, USA",33.0068347,-96.6664266,3500 East Plano Parkway,Plano,TX,USA,2016
Flexential,Dallas - Plano Data Center,"3500 East Plano Parkway, Plano, TX, USA",33.0068347,-96.6664266,3500 East Plano Parkway,Plano,TX,USA,2016
Equinix,LA3 El Segundo Data Center,"1920 East Maple Avenue, El Segundo, CA, USA",33.9263426,-118.3940556,1920 East Maple Avenue,El Segundo,CA,USA,1956
Equinix,LA3 El Segundo Data Center,"1920 East Maple Avenue, El Segundo, CA, USA",33.9263426,-118.3940556,1920 East Maple Avenue,El Segundo,CA,USA,1956
Equinix,LA3 El Segundo Data Center,"1920 East Maple Avenue, El Segundo, CA, USA",33.9263426,-118.3940556,1920 East Maple Avenue,El Segundo,CA,USA,1956
Centersquare,SFO2 Santa Clara Data Center Campus,"4650 Old Ironsides Drive, Santa Clara, CA, USA",37.39650653098678,-121.9795983,4650 Old Ironsides Drive,Santa Clara,CA,USA,1982
Equinix,NY6 Secaucus Data Center,"105 Enterprise Avenue South, Secaucus, NJ, USA",40.77638979704472,-74.07185955,105 Enterprise Avenue South,Secaucus,NJ,USA,2015
Equinix,SE4 Kent Data Center,"6906 S 204th St, Kent, WA, USA",47.42152515,-122.2473925,6906 S 204th St,Kent,WA,USA,1999
Equinix,AT4 Atlanta Data Center,"450 Interstate North Parkway, Atlanta, GA, USA",33.89547465,-84.45351661,450 Interstate North Parkway,Atlanta,GA,USA,1998
US Signal,Grand Rapids East Data Center,"4765 Barden Drive Southeast, Kentwood, MI, USA",42.87535466627512,-85.56277244,4765 Barden Drive Southeast,Kentwood,MI,USA,Not Available
Iron Mountain Data Centers,AZP - 3 - Phoenix Data Center,"4802 East Van Buren Street, Phoenix, AZ, USA",33.45235855,-111.9772614,4802 East Van Buren Street,Phoenix,AZ,USA,Not Available
Iron Mountain Data Centers,AZP - 3 - Phoenix Data Center,"4802 East Van Buren Street, Phoenix, AZ, USA",33.45235855,-111.9772614,4802 East Van Buren Street,Phoenix,AZ,USA,Not Available
Centersquare,TPA1 Tampa Data Center Campus,"9310 Florida Palm Drive, Tampa, FL, USA",27.94553095,-82.35110077,9310 Florida Palm Drive,Tampa,FL,USA,1999
QTS Data Centers,Overland Park - Kansas City Data Center,"12851 Foster Street, Overland Park, Kansas 66213, USA",38.89667671,-94.67346118,12851 Foster Street,Overland Park,Kansas 66213,USA,1999
Flexential,Minneapolis - Chaska Data Center,"3500 Lyman Blvd, Chaska, MN 55318, USA",44.85159645,-93.59884547,3500 Lyman Blvd,Chaska,MN 55318,USA,1995
Flexential,Minneapolis - Chaska Data Center,"3500 Lyman Blvd, Chaska, MN 55318, USA",44.85159645,-93.59884547,3500 Lyman Blvd,Chaska,MN 55318,USA,1995
